"","county","year","fips","state","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude","longitude","labor_force_avg","employment_avg","unemployment_avg","unemployment_rate_avg","avg_snap_benefit","avg_snap_benefit_per_meal","snap_meal_cost_diff"
"610","Sutter County",2019,6101,"CA",13.7,13170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.9%",NA,"18.1%","18.1%","19.7%","4,930","78%","22%",2.92,"$6,564,000","2",39.0347176537,-121.694837777,45550,42175,3383.33333333333,0.07425,141.13,1.55,1.37
"611","Sutter County",2020,6101,"CA",12.5,12060,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.3%",NA,"18.7%","18.7%","18.3%","4,580","77%","23%",3.27,"$6,356,000","2",39.0347176537,-121.694837777,45616.6666666667,40416.6666666667,5166.66666666667,0.113333333333333,151.1,1.66,1.61
"612","Sutter County",2021,6101,"CA",11.7,11550,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.1%",NA,NA,"16.9%","15.3%","3,940","75%","25%",3.73,"$7,620,000","2",39.0347176537,-121.694837777,45366.6666666667,41308.3333333333,4066.66666666667,0.0895833333333333,216.53,2.37,1.36
"613","Tehama County",2010,6103,"CA",20.7,12970,"130.0%","SNAP","185.0%","Other Nutrition Program","56.8%","23.0%","20.2%","NA","31.9%","5130","78%","23%",2.45,"$5,469,680","1",40.1257489332,-122.234030581,25761.6666666667,21699.1666666667,4065.83333333333,0.15775,146.46,1.61,0.84
"614","Tehama County",2011,6103,"CA",18.7,11790,"130%","SNAP","185%","Other Nutrition Program","59.4%","26.8%","13.8%","NA","31.5%","5090","86%","14%",2.75,"$5,285,760.00","1",40.1257489332,-122.234030581,25552.5,21657.5,3892.5,0.152416666666667,147.06,1.61,1.14
"615","Tehama County",2012,6103,"CA",17.9,11320,"130%","SNAP","185%","Other Nutrition Program","63.4%","23.9%","12.6%","NA","30.3%","4,860","85%","15%",2.82,"$5,587,000.00","1",40.1257489332,-122.234030581,25211.6666666667,21693.3333333333,3516.66666666667,0.139666666666667,149.05,1.63,1.19
"616","Tehama County",2013,6103,"CA",17.2,10850,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.7%","0.0%","13.3%","NA","29.4%","4,640","85%","15%",2.99,"$5,750,000.00","1",40.1257489332,-122.234030581,25005.8333333333,22065.8333333333,2940.83333333333,0.117666666666667,151.44,1.66,1.33
"617","Tehama County",2014,6103,"CA",15.7,9950,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.9%",NA,"9.1%","NA","27.1%","4,230","84%","16%",3.07,"$5,385,000.00","1",40.1257489332,-122.234030581,25040,22605,2436.66666666667,0.09725,141.99,1.56,1.51
"618","Tehama County",2015,6103,"CA",15.2,9590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.2%",NA,"8.8%","NA","24.9%","3,810","88%","12%",3.2,"$5,501,000.00","1",40.1257489332,-122.234030581,25022.5,23028.3333333333,1990.83333333333,0.0795,142,1.56,1.64
"619","Tehama County",2016,6103,"CA",15.1,9500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.0%",NA,"10.0%","NA","24.7%","3,740","83%","17%",3.18,"$5,154,000.00","1",40.1257489332,-122.234030581,25072.5,23281.6666666667,1790.83333333333,0.0715833333333333,138.97,1.52,1.66
"620","Tehama County",2017,6103,"CA",14.4,9120,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.9%",NA,"14.1%","NA","23.2%","3,520","81%","19%",3.18,"$4,945,000.00","1",40.1257489332,-122.234030581,25513.3333333333,23875.8333333333,1635,0.0641666666666667,136.44,1.5,1.68
"621","Tehama County",2018,6103,"CA",15.8,10000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.8%",NA,"8.2%","NA","24.3%","3690","81%","19%",3.3,"$5,583,000.00","1",40.1257489332,-122.234030581,25484.1666666667,24023.3333333333,1462.5,0.0574166666666667,136.22,1.49,1.81
"622","Tehama County",2019,6103,"CA",15.9,10170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.9%",NA,"18.1%","18.1%","23.6%","3,600","78%","22%",3.24,"$5,626,000","2",40.1257489332,-122.234030581,25603.3333333333,24155.8333333333,1448.33333333333,0.0565,141.13,1.55,1.69
"623","Tehama County",2020,6103,"CA",14.5,9310,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.9%",NA,"18.1%","18.1%","20.6%","3,160","77%","23%",3.39,"$5,086,000","2",40.1257489332,-122.234030581,25725,23385.8333333333,2337.5,0.0910833333333333,151.1,1.66,1.73
"624","Tehama County",2021,6103,"CA",13.4,8750,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.6%",NA,NA,"13.4%","18.4%","2,890","81%","19%",3.67,"$5,669,000","2",40.1257489332,-122.234030581,25617.5,23772.5,1843.33333333333,0.0719166666666667,216.53,2.37,1.3
"625","Trinity County",2010,6105,"CA",22.1,3030,"130.0%","SNAP","185.0%","Other Nutrition Program","44.8%","22.2%","33.1%","NA","29.7%","680","65%","35%",2.57,"$1,340,390","1",40.6506363021,-123.112687957,5438.33333333333,4490.83333333333,944.166666666667,0.174416666666667,146.46,1.61,0.96
"626","Trinity County",2011,6105,"CA",19.4,2660,"130%","SNAP","185%","Other Nutrition Program","48.5%","23.7%","27.8%","NA","31.2%","790","70%","30%",2.77,"$1,201,220.00","1",40.6506363021,-123.112687957,5383.33333333333,4469.16666666667,913.333333333333,0.170083333333333,147.06,1.61,1.16
"627","Trinity County",2012,6105,"CA",18.7,2560,"130%","SNAP","185%","Other Nutrition Program","55.2%","22.0%","22.8%","NA","30.8%","820","78%","22%",2.76,"$1,238,000.00","1",40.6506363021,-123.112687957,5325,4534.16666666667,792.5,0.149083333333333,149.05,1.63,1.13
"628","Trinity County",2013,6105,"CA",19.7,2680,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.4%","0.0%","21.6%","NA","32.4%","800","78%","22%",2.98,"$1,414,000.00","1",40.6506363021,-123.112687957,5175.83333333333,4550,624.166666666667,0.121,151.44,1.66,1.32
"629","Trinity County",2014,6105,"CA",18.2,2460,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.0%",NA,"21.0%","NA","29.8%","710","74%","26%",3.04,"$1,321,000.00","1",40.6506363021,-123.112687957,5161.66666666667,4668.33333333333,494.166666666667,0.0963333333333333,141.99,1.56,1.48
"630","Trinity County",2015,6105,"CA",18.2,2430,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.2%",NA,"17.8%","NA","26.3%","610","77%","23%",3.15,"$1,372,000.00","1",40.6506363021,-123.112687957,5141.66666666667,4739.16666666667,401.666666666667,0.0785833333333333,142,1.56,1.59
"631","Trinity County",2016,6105,"CA",17.6,2320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.8%",NA,"19.2%","NA","24.5%","560","78%","22%",3.17,"$1,256,000.00","1",40.6506363021,-123.112687957,4993.33333333333,4640,355.833333333333,0.07125,138.97,1.52,1.65
"632","Trinity County",2017,6105,"CA",16.5,2150,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.0%",NA,"22.0%","NA","23.1%","500","77%","23%",3.27,"$1,198,000.00","1",40.6506363021,-123.112687957,4803.33333333333,4503.33333333333,300,0.0626666666666667,136.44,1.5,1.77
"633","Trinity County",2018,6105,"CA",16.1,2070,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.3%",NA,"18.7%","NA","25.7%","560","69%","31%",3.35,"$1,174,000.00","1",40.6506363021,-123.112687957,4675,4405.83333333333,268.333333333333,0.05775,136.22,1.49,1.86
"634","Trinity County",2019,6105,"CA",15.9,2020,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.3%",NA,"25.7%","25.7%","24.2%","520","69%","31%",3.29,"$1,134,000","2",40.6506363021,-123.112687957,4653.33333333333,4396.66666666667,255,0.0554166666666667,141.13,1.55,1.74
"635","Trinity County",2020,6105,"CA",15.9,2000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.0%",NA,"22.0%","22.0%","21.8%","470","80%","20%",3.56,"$1,147,000","2",40.6506363021,-123.112687957,4550,4177.5,375,0.0824166666666667,151.1,1.66,1.9
"636","Trinity County",2021,6105,"CA",14.7,2320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.1%",NA,NA,"13.9%","20.4%","530","92%","8%",3.97,"$1,628,000","2",40.6506363021,-123.112687957,4556.66666666667,4266.66666666667,288.333333333333,0.0638333333333333,216.53,2.37,1.6
"637","Tulare County",2010,6107,"CA",20.1,86160,"130.0%","SNAP","185.0%","Other Nutrition Program","64.6%","29.1%","6.4%","NA","34.5%","47730","77%","24%",2.44,"$36,186,880","1",36.2204314354,-118.800475359,203491.666666667,167683.333333333,35800,0.175916666666667,146.46,1.61,0.83
"638","Tulare County",2011,6107,"CA",19.8,86420,"130%","SNAP","185%","Other Nutrition Program","70.9%","16.1%","13.0%","NA","34.5%","49160","84%","16%",2.61,"$36,771,860.00","1",36.2204314354,-118.800475359,203383.333333333,168033.333333333,35375,0.174,147.06,1.61,1
"639","Tulare County",2012,6107,"CA",17.7,78240,"130%","SNAP","185%","Other Nutrition Program","80.6%","12.2%","7.2%","NA","32.7%","46,940","87%","13%",2.64,"$36,169,000.00","1",36.2204314354,-118.800475359,201066.666666667,168075,32991.6666666667,0.163916666666667,149.05,1.63,1.01
"640","Tulare County",2013,6107,"CA",15,67200,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","0.0%","0.0%","NA","30.8%","44,290","88%","12%",2.72,"$32,336,000.00","1",36.2204314354,-118.800475359,200500,171350,29141.6666666667,0.14525,151.44,1.66,1.06
"641","Tulare County",2014,6107,"CA",14.4,65040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","29.0%","41,790","85%","15%",2.83,"$32,526,000.00","1",36.2204314354,-118.800475359,197900,171625,26291.6666666667,0.13275,141.99,1.56,1.27
"642","Tulare County",2015,6107,"CA",12.6,57360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","27.1%","38,980","82%","18%",2.91,"$29,893,000.00","1",36.2204314354,-118.800475359,202125,178483.333333333,23641.6666666667,0.117,142,1.56,1.35
"643","Tulare County",2016,6107,"CA",13,59070,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","26.7%","38,370","81%","19%",2.93,"$29,610,000.00","1",36.2204314354,-118.800475359,203316.666666667,180508.333333333,22791.6666666667,0.112166666666667,138.97,1.52,1.41
"644","Tulare County",2017,6107,"CA",13.2,60660,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","25.7%","36,910","78%","22%",3.01,"$31,194,000.00","1",36.2204314354,-118.800475359,204458.333333333,182966.666666667,21491.6666666667,0.105166666666667,136.44,1.5,1.51
"645","Tulare County",2018,6107,"CA",15.9,73140,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","23.9%","34270","89%","12%",3.1,"$38,373,000.00","1",36.2204314354,-118.800475359,202991.666666667,183133.333333333,19858.3333333333,0.09775,136.22,1.49,1.61
"646","Tulare County",2019,6107,"CA",15.6,71990,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","99.1%",NA,"0.9%","0.9%","23.0%","32,950","86%","14%",3.04,"$37,455,000","2",36.2204314354,-118.800475359,202458.333333333,182691.666666667,19758.3333333333,0.0975,141.13,1.55,1.49
"647","Tulare County",2020,6107,"CA",14.9,69330,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.7%",NA,"9.3%","9.3%","24.1%","34,350","86%","14%",3.36,"$37,453,000","2",36.2204314354,-118.800475359,202866.666666667,175558.333333333,27291.6666666667,0.134083333333333,151.1,1.66,1.7
"648","Tulare County",2021,6107,"CA",13.6,63940,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.4%",NA,NA,"11.6%","18.7%","27,200","77%","23%",3.62,"$40,865,000","2",36.2204314354,-118.800475359,201225,179900,21333.3333333333,0.106,216.53,2.37,1.25
"649","Tuolumne County",2010,6109,"CA",18,10110,"130.0%","SNAP","185.0%","Other Nutrition Program","35.7%","17.6%","46.7%","NA","24.4%","2400","66%","34%",3.08,"$5,359,910","1",38.0277827472,-119.954608354,22657.5,19125,3533.33333333333,0.156083333333333,146.46,1.61,1.47
"650","Tuolumne County",2011,6109,"CA",15.7,8730,"130%","SNAP","185%","Other Nutrition Program","39.9%","22.5%","37.6%","NA","25.2%","2500","71%","29%",3.41,"$4,853,210.00","1",38.0277827472,-119.954608354,22701.6666666667,19363.3333333333,3338.33333333333,0.14725,147.06,1.61,1.8
"651","Tuolumne County",2012,6109,"CA",15.7,8660,"130%","SNAP","185%","Other Nutrition Program","45.1%","17.6%","37.2%","NA","24.5%","2,350","69%","32%",3.47,"$5,259,000.00","1",38.0277827472,-119.954608354,22279.1666666667,19340.8333333333,2939.16666666667,0.131666666666667,149.05,1.63,1.84
"652","Tuolumne County",2013,6109,"CA",16.7,9130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.7%","0.0%","35.3%","NA","26.3%","2,480","68%","32%",3.6,"$5,822,000.00","1",38.0277827472,-119.954608354,21677.5,19312.5,2364.16666666667,0.109,151.44,1.66,1.94
"653","Tuolumne County",2014,6109,"CA",16.2,8810,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.3%",NA,"31.7%","NA","25.9%","2,370","76%","24%",3.82,"$5,948,000.00","1",38.0277827472,-119.954608354,21536.6666666667,19650.8333333333,1885,0.0876666666666667,141.99,1.56,2.26
"654","Tuolumne County",2015,6109,"CA",15.6,8440,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.5%",NA,"34.5%","NA","22.5%","2,040","72%","28%",4.11,"$6,214,000.00","1",38.0277827472,-119.954608354,21533.3333333333,20006.6666666667,1527.5,0.07075,142,1.56,2.55
"655","Tuolumne County",2016,6109,"CA",14.7,7900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.1%",NA,"33.9%","NA","20.3%","1,820","70%","30%",4.22,"$5,693,000.00","1",38.0277827472,-119.954608354,21567.5,20220,1346.66666666667,0.0623333333333333,138.97,1.52,2.7
"656","Tuolumne County",2017,6109,"CA",13.6,7320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.7%",NA,"38.3%","NA","18.5%","1,670","60%","40%",3.94,"$4,925,000.00","1",38.0277827472,-119.954608354,21369.1666666667,20207.5,1160.83333333333,0.05425,136.44,1.5,2.44
"657","Tuolumne County",2018,6109,"CA",12.8,6920,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.2%",NA,"34.8%","NA","18.7%","1680","57%","43%",4.06,"$4,759,000.00","1",38.0277827472,-119.954608354,21188.3333333333,20199.1666666667,990.833333333333,0.0465833333333333,136.22,1.49,2.57
"658","Tuolumne County",2019,6109,"CA",12.7,6860,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","57.3%",NA,"42.7%","42.7%","16.8%","1,510","52%","48%",3.99,"$4,684,000","2",38.0277827472,-119.954608354,20974.1666666667,20017.5,956.666666666667,0.0455833333333333,141.13,1.55,2.44
"659","Tuolumne County",2020,6109,"CA",13,7050,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","57.0%",NA,"43.0%","43.0%","16.4%","1,470","47%","53%",4.02,"$4,568,000","2",38.0277827472,-119.954608354,20223.3333333333,18079.1666666667,2145.83333333333,0.1065,151.1,1.66,2.36
"660","Tuolumne County",2021,6109,"CA",11,6060,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.6%",NA,NA,"37.4%","13.4%","1,260","52%","48%",4.25,"$4,546,000","2",38.0277827472,-119.954608354,20102.5,18641.6666666667,1460,0.0726666666666667,216.53,2.37,1.88
"661","Ventura County",2010,6111,"CA",13.3,107490,"130.0%","SNAP","185.0%","Other Nutrition Program","38.1%","20.5%","41.4%","NA","22.2%","46550","52%","48%",2.79,"$51,621,180","1",34.4716370318,-119.078252096,430225,382450,47783.3333333333,0.111083333333333,146.46,1.61,1.18
"662","Ventura County",2011,6111,"CA",12.6,102390,"130%","SNAP","185%","Other Nutrition Program","41.0%","17.6%","41.4%","NA","21.5%","45550","57%","43%",2.99,"$49,910,220.00","1",34.4716370318,-119.078252096,430908.333333333,385958.333333333,44950,0.104333333333333,147.06,1.61,1.38
"663","Ventura County",2012,6111,"CA",11.6,95200,"130%","SNAP","185%","Other Nutrition Program","47.5%","16.0%","36.5%","NA","21.3%","44,870","58%","42%",3.08,"$51,337,000.00","1",34.4716370318,-119.078252096,433675,393575,40100,0.0924166666666667,149.05,1.63,1.45
"664","Ventura County",2013,6111,"CA",10.4,86240,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.8%","0.0%","26.2%","NA","20.8%","43,470","62%","38%",3.25,"$49,625,000.00","1",34.4716370318,-119.078252096,432350,397866.666666667,34466.6666666667,0.0796666666666667,151.44,1.66,1.59
"665","Ventura County",2014,6111,"CA",9.4,78840,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.9%",NA,"20.1%","NA","18.8%","39,120","63%","37%",3.27,"$45,529,000.00","1",34.4716370318,-119.078252096,429175,400325,28866.6666666667,0.06725,141.99,1.56,1.71
"666","Ventura County",2015,6111,"CA",8.2,69360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.9%",NA,"16.1%","NA","17.4%","35,890","63%","37%",3.4,"$42,342,000.00","1",34.4716370318,-119.078252096,427233.333333333,402975,24258.3333333333,0.05675,142,1.56,1.84
"667","Ventura County",2016,6111,"CA",7.9,66450,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.4%",NA,"12.6%","NA","16.1%","32,890","63%","37%",3.37,"$38,295,000.00","1",34.4716370318,-119.078252096,425333.333333333,403083.333333333,22266.6666666667,0.0523333333333333,138.97,1.52,1.85
"668","Ventura County",2017,6111,"CA",7.6,64680,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.2%",NA,"16.8%","NA","15.4%","31,130","60%","40%",3.38,"$37,345,000.00","1",34.4716370318,-119.078252096,423675,404475,19225,0.0453333333333333,136.44,1.5,1.88
"669","Ventura County",2018,6111,"CA",8.2,69710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.2%",NA,"20.8%","NA","11.4%","22840","72%","28%",3.47,"$40,922,000.00","1",34.4716370318,-119.078252096,423091.666666667,406883.333333333,16200,0.03825,136.22,1.49,1.98
"670","Ventura County",2019,6111,"CA",7.8,65680,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.0%",NA,"25.0%","25.0%","10.4%","20,380","72%","28%",3.45,"$38,705,000","2",34.4716370318,-119.078252096,422283.333333333,406916.666666667,15350,0.0364166666666667,141.13,1.55,1.9
"671","Ventura County",2020,6111,"CA",8.5,72180,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.0%",NA,"31.0%","31.0%","12.8%","24,760","69%","31%",3.73,"$43,297,000","2",34.4716370318,-119.078252096,410875,374958.333333333,35891.6666666667,0.0879166666666667,151.1,1.66,2.07
"672","Ventura County",2021,6111,"CA",8,67210,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.3%",NA,NA,"32.7%","10.0%","19,370","69%","31%",4.03,"$47,843,000","2",34.4716370318,-119.078252096,407466.666666667,382250,25233.3333333333,0.062,216.53,2.37,1.66
"673","Yolo County",2010,6113,"CA",17.5,34420,"130.0%","SNAP","185.0%","Other Nutrition Program","49.1%","16.8%","34.1%","NA","25.1%","11100","59%","42%",2.6,"$15,404,220","1",38.6870109765,-121.901509517,102266.666666667,89608.3333333333,12658.3333333333,0.123833333333333,146.46,1.61,0.99
"674","Yolo County",2011,6113,"CA",17.6,35100,"130%","SNAP","185%","Other Nutrition Program","52.3%","17.8%","29.8%","NA","24.4%","10960","65%","35%",2.74,"$15,679,000.00","1",38.6870109765,-121.901509517,101625,89458.3333333333,12166.6666666667,0.11975,147.06,1.61,1.13
"675","Yolo County",2012,6113,"CA",16.9,33920,"130%","SNAP","185%","Other Nutrition Program","57.6%","15.8%","26.5%","NA","23.7%","10,750","68%","32%",2.83,"$16,821,000.00","1",38.6870109765,-121.901509517,102391.666666667,91333.3333333333,11075,0.108,149.05,1.63,1.2
"676","Yolo County",2013,6113,"CA",16,32410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.5%","0.0%","21.5%","NA","23.3%","10,560","71%","29%",3.05,"$17,510,000.00","1",38.6870109765,-121.901509517,101475,92225,9266.66666666667,0.0911666666666667,151.44,1.66,1.39
